Name,Sector,Industry,Market cap (mil),,,
Provexis PLC PXS,Healthcare,Drug Manufacturers - Specialty & Generic,GBX 14.32,,,
Kelso Group Holdings PLC KLSO,Financial Services,Asset Management,GBX 14.27,,,
450 PLC 450,Financial Services,Asset Management,GBX 14.09,,,
Ingenta PLC ING,Technology,Software - Application,GBX 14.07,,,
Zinc Media Group PLC ZIN,Communication Services,Entertainment,GBX 14.02,,,
Eneraqua Technologies PLC ETP,Utilities,Utilities - Independent Power Producers,GBX 13.95,,,
Kropz PLC KRPZ,Basic Materials,Agricultural Inputs,GBX 13.86,,,
Revolution Bars Group PLC RBG,Consumer Cyclical,Restaurants,GBX 13.85,,,
Emmerson PLC EML,Basic Materials,Agricultural Inputs,GBX 13.67,,,
Diales PLC DIAL,Industrials,Consulting Services,GBX 13.66,,,
Smarttech247 Group PLC S247,Technology,Software - Application,GBX 13.62,,,
Asia Strategic Holdings Ltd ASIA,Consumer Defensive,Education & Training Services,USD 13.60,,,
Brighton Pier Group (The) PLC PIER,Consumer Cyclical,Leisure,GBX 13.42,,,
NetScientific PLC NSCI,Healthcare,Biotechnology,GBX 13.41,,,
Oriole Resources PLC ORR,Basic Materials,Gold,GBX 13.36,,,
Oncimmune Holdings PLC ONC,Healthcare,Biotechnology,GBX 13.23,,,
Southern Energy Corp SOUC,Energy,Oil & Gas E&P,GBX 13.02,,,
DSW Capital PLC DSW,Industrials,Specialty Business Services,GBX 12.94,,,
Rome Resources PLC RMR,Basic Materials,Other Industrial Metals & Mining,GBX 12.91,,,
Ocean Harvest Technology Group PLC OHT,Consumer Defensive,Packaged Foods,GBX 12.84,,,
RA International Group PLC RAI,Industrials,Engineering & Construction,GBX 12.80,,,
Pebble Beach Systems Group PLC PEB,Technology,Communication Equipment,GBX 12.76,,,
Panthera Resources PLC PAT,Basic Materials,Gold,GBX 12.68,,,
Sutton Harbour Group PLC SUH,Industrials,Infrastructure Operations,GBX 12.67,,,
Challenger Energy Group PLC CEG,Energy,Oil & Gas E&P,GBX 12.59,,,
Tekcapital PLC TEK,Financial Services,Asset Management,GBX 12.39,,,
MOH Nippon PLC MOH,Financial Services,Asset Management,GBX 12.38,,,
Caffyns PLC CFYN,Consumer Cyclical,Auto & Truck Dealerships,GBX 12.27,,,
KRM22 PLC KRM,Financial Services,Asset Management,GBX 12.03,,,
Tekmar Group PLC TGP,Industrials,Engineering & Construction,GBX 12.01,,,
4Global PLC 4GBL,Technology,Software - Application,GBX 11.99,,,
Goldplat PLC GDP,Basic Materials,Gold,GBX 11.96,,,
GENinCode PLC GENI,Healthcare,Diagnostics & Research,GBX 11.95,,,
CPP Group PLC CPP,Industrials,Specialty Business Services,GBX 11.94,,,
MyCelx Technologies Corp MYX,Industrials,Pollution & Treatment Controls,GBX 11.94,,,
MyCelx Technologies Corp MYXR,Industrials,Pollution & Treatment Controls,GBX 11.94,,,
Tialis Essential IT PLC TIA,Technology,Information Technology Services,GBX 11.92,,,
Artemis Resources Ltd ARV,Basic Materials,Other Industrial Metals & Mining,GBX 11.78,,,
Pennant International Group PLC PEN,Technology,Software - Application,GBX 11.67,,,
Galileo Resources PLC GLR,Basic Materials,Other Industrial Metals & Mining,GBX 11.63,,,
Oxford BioDynamics PLC OBD,Healthcare,Biotechnology,GBX 11.54,,,
Silver Bullet Data Services Group PLC SBDS,Communication Services,Advertising Agencies,GBX 11.53,,,
Bisichi PLC BISI,Energy,Thermal Coal,GBX 11.48,,,
Nexus Infrastructure PLC NEXS,Industrials,Engineering & Construction,GBX 11.29,,,
Honye Financial Services Ltd HOYE,Financial Services,Asset Management,GBX 11.10,,,
Tribe Technology PLC TRYB,Industrials,Farm & Heavy Construction Machinery,GBX 10.99,,,
Cordel Group PLC CRDL,Technology,Software - Application,GBX 10.97,,,
Itim Group PLC ITIM,Technology,Software - Application,GBX 10.92,,,
Starcrest Education Ltd OBOR,Consumer Defensive,Education & Training Services,GBX 10.89,,,
Chill Brands Group PLC CHLL,Healthcare,Drug Manufacturers - Specialty & Generic,GBX 10.89,,,
Blencowe Resources PLC BRES,Basic Materials,Other Industrial Metals & Mining,GBX 10.87,,,
Heavitree Brewery PLC HVTA,Consumer Cyclical,Restaurants,GBX 10.84,,,
Heavitree Brewery PLC HVT,Consumer Cyclical,Restaurants,GBX 10.84,,,
Pressure Technologies PLC PRES,Energy,Oil & Gas Equipment & Services,GBX 10.83,,,
Plexus Holdings PLC POS,Energy,Oil & Gas Equipment & Services,GBX 10.70,,,
ADVFN PLC AFN,Financial Services,Capital Markets,GBX 10.65,,,
Genedrive PLC GDR,Healthcare,Diagnostics & Research,GBX 10.46,,,
CMO Group PLC CMO,Consumer Cyclical,Home Improvement Retail,GBX 10.44,,,
Kazera Global PLC KZG,Financial Services,Asset Management,GBX 10.30,,,
Seascape Energy Asia PLC SEA,Energy,Oil & Gas E&P,GBX 10.28,,,
London & Associated Properties PLC LAS,Real Estate,Real Estate Services,GBX 10.24,,,
Heath (Samuel) & Sons PLC HSM,Industrials,Building Products & Equipment,GBX 10.14,,,
Angus Energy PLC ANGS,Energy,Oil & Gas E&P,GBX 9.95,,,
Huddled Group PLC HUD,Communication Services,Entertainment,GBX 9.93,,,
Landore Resources Ltd LND,Basic Materials,Other Industrial Metals & Mining,GBX 9.93,,,
Georgina Energy PLC GEX,Basic Materials,Other Industrial Metals & Mining,GBX 9.91,,,
Fintech Asia Ltd FINA,Financial Services,Shell Companies,GBX 9.88,,,
Northamber PLC NAR,Technology,Electronics & Computer Distribution,GBX 9.87,,,
Bushveld Minerals Ltd BMN,Basic Materials,Other Industrial Metals & Mining,GBX 9.82,,,
Star Energy Group PLC STAR,Energy,Oil & Gas E&P,GBX 9.81,,,
Beowulf Mining PLC BEM,Basic Materials,Other Industrial Metals & Mining,GBX 9.71,,,
Croma Security Solutions Group PLC CSSG,Industrials,Security & Protection Services,GBX 9.68,,,
Ikigai Ventures Ltd IKIV,Financial Services,Shell Companies,GBX 9.62,,,
PennPetro Energy PLC PPP,Energy,Oil & Gas E&P,GBX 9.58,,,
HeiQ PLC HEIQ,Consumer Cyclical,Textile Manufacturing,GBX 9.45,,,
One Media iP Group PLC OMIP,Communication Services,Entertainment,GBX 9.45,,,
AIREA PLC AIEA,Consumer Cyclical,Textile Manufacturing,GBX 9.45,,,
Light Science Technologies Holdings PLC LST,Technology,Electronic Components,GBX 9.40,,,
Alien Metals Ltd UFO,Basic Materials,Other Precious Metals & Mining,GBX 9.39,,,
Proton Motor Power Systems PLC PPS,Industrials,Electrical Equipment & Parts,GBX 9.14,,,
Alpha Growth PLC ALGW,Financial Services,Asset Management,GBX 9.12,,,
Minoan Group PLC MIN,Consumer Cyclical,Resorts & Casinos,GBX 9.11,,,
Shearwater Group PLC SWG,Technology,Software - Infrastructure,GBX 9.05,,,
Parkmead Group (The) PLC PMG,Energy,Oil & Gas E&P,GBX 9.01,,,
Newmark Security PLC NWT,Industrials,Security & Protection Services,GBX 8.91,,,
Proteome Sciences PLC PRM,Healthcare,Diagnostics & Research,GBX 8.88,,,
Crimson Tide PLC TIDE,Technology,Software - Application,GBX 8.88,,,
Fiske PLC FKE,Financial Services,Capital Markets,GBX 8.87,,,
DG Innovate PLC DGI,Industrials,Electrical Equipment & Parts,GBX 8.84,,,
Synergia Energy Ltd SYN,Energy,Oil & Gas E&P,GBX 8.83,,,
Tandem Group PLC TND,Consumer Cyclical,Leisure,GBX 8.76,,,
Europa Oil & Gas (Holdings) PLC EOG,Energy,Oil & Gas E&P,GBX 8.63,,,
Touchstar PLC TST,Technology,Computer Hardware,GBX 8.41,,,
Beacon Energy PLC BCE,Energy,Oil & Gas E&P,GBX 8.37,,,
ECO Buildings Group PLC ECOB,Basic Materials,Building Materials,GBX 8.35,,,
Cizzle Biotechnology Holdings PLC CIZ,Healthcare,Biotechnology,GBX 8.32,,,
Synairgen PLC SNG,Healthcare,Biotechnology,GBX 8.31,,,
Coral Products PLC CRU,Consumer Cyclical,Packaging & Containers,GBX 8.24,,,
Cambridge Nutritional Sciences PLC CNSL,Healthcare,Medical Instruments & Supplies,GBX 8.21,,,
Tirupati Graphite PLC TGR,Basic Materials,Other Industrial Metals & Mining,GBX 8.09,,,
RBG Holdings PLC RBGP,Industrials,Specialty Business Services,GBX 8.04,,,
LPA Group PLC LPA,Industrials,Electrical Equipment & Parts,GBX 8.04,,,
Mobile Streams PLC MOS,Communication Services,Internet Content & Information,GBX 8.02,,,
Argent Biopharma Ltd RGT,Healthcare,Drug Manufacturers - Specialty & Generic,GBX 7.96,,,
GCM Resources PLC GCM,Energy,Thermal Coal,GBX 7.88,,,
Roebuck Food Group PLC RFG,Consumer Defensive,Food Distribution,GBX 7.85,,,
Brand Architekts Group PLC BAR,Consumer Defensive,Household & Personal Products,GBX 7.82,,,
W H Ireland Group PLC WHI,Financial Services,Capital Markets,GBX 7.80,,,
Northern Bear PLC NTBR,Industrials,Building Products & Equipment,GBX 7.77,,,
Westminster Group PLC WSG,Industrials,Security & Protection Services,GBX 7.77,,,
Galantas Gold Corp GAL,Basic Materials,Gold,GBX 7.69,,,
Deltic Energy PLC DELT,Energy,Oil & Gas E&P,GBX 7.68,,,
Walker Crips Group PLC WCW,Financial Services,Asset Management,GBX 7.66,,,
Genflow Biosciences PLC GENF,Healthcare,Biotechnology,GBX 7.61,,,
GoldStone Resources Ltd GRL,Basic Materials,Gold,GBX 7.60,,,
Kanabo Group PLC KNB,Healthcare,Medical Care Facilities,GBX 7.59,,,
EARNZ PLC EARN,Financial Services,Shell Companies,GBX 7.51,,,
Cobra Resources PLC COBR,Basic Materials,Other Precious Metals & Mining,GBX 7.45,,,
Quantum Blockchain Technologies PLC QBT,Financial Services,Capital Markets,GBX 7.43,,,
Titon Holdings PLC TON,Industrials,Building Products & Equipment,GBX 7.31,,,
RUA Life Sciences PLC RUA,Healthcare,Medical Devices,GBX 7.29,,,
Mercantile Ports and Logistics Ltd MPL,Industrials,Marine Shipping,GBX 7.27,,,
Symphony Environmental Technologies PLC SYM,Consumer Cyclical,Packaging & Containers,GBX 7.20,,,
Bluebird Mining Ventures Ltd BMV,Basic Materials,Gold,GBX 7.13,,,
Induction Healthcare Group PLC INHC,Healthcare,Health Information Services,GBX 7.04,,,
ImmuPharma PLC IMM,Healthcare,Biotechnology,GBX 7.04,,,
Dekel Agri-Vision PLC DKL,Consumer Defensive,Farm Products,GBX 7.00,,,
Orosur Mining Inc OMI,Basic Materials,Gold,GBX 6.86,,,
Cora Gold Ltd CORA,Basic Materials,Gold,GBX 6.78,,,
MyHealthChecked PLC MHC,Healthcare,Medical Devices,GBX 6.76,,,
Nostrum Oil & Gas PLC NOG,Energy,Oil & Gas E&P,GBX 6.60,,,
Aterian PLC ATN,Basic Materials,Other Industrial Metals & Mining,GBX 6.59,,,
Strip Tinning Holdings PLC STG,Consumer Cyclical,Auto Parts,GBX 6.47,,,
Feedback PLC FDBK,Healthcare,Health Information Services,GBX 6.33,,,
IMC Exploration Group PLC IMC,Basic Materials,Other Industrial Metals & Mining,GBX 6.30,,,
Enteq Technologies PLC NTQ,Energy,Oil & Gas Equipment & Services,GBX 6.27,,,
Anglesey Mining PLC AYM,Basic Materials,Other Industrial Metals & Mining,GBX 6.23,,,
80 Mile PLC 80M,Basic Materials,Other Industrial Metals & Mining,GBX 6.16,,,
CAP-XX Ltd CPX,Technology,Electronic Components,GBX 6.14,,,
Orcadian Energy PLC ORCA,Energy,Oil & Gas E&P,GBX 6.12,,,
Caracal Gold PLC GCAT,Basic Materials,Gold,GBX 6.11,,,
Tanfield Group PLC TAN,Financial Services,Asset Management,GBX 6.11,,,
Surgical Innovations Group PLC SUN,Healthcare,Medical Devices,GBX 6.06,,,
Xtract Resources PLC XTR,Basic Materials,Gold,GBX 5.99,,,
Block Energy PLC BLOE,Energy,Oil & Gas E&P,GBX 5.98,,,
Contango Holdings PLC CGO,Energy,Thermal Coal,GBX 5.95,,,
Reabold Resources PLC RBD,Energy,Oil & Gas E&P,GBX 5.91,,,
QUIZ PLC QUIZ,Consumer Cyclical,Apparel Retail,GBX 5.89,,,
Cadence Minerals PLC KDNC,Basic Materials,Other Industrial Metals & Mining,GBX 5.75,,,
Supply@ME Capital PLC SYME,Technology,Software - Application,GBX 5.74,,,
Cadogan Energy Solutions PLC CAD,Energy,Oil & Gas E&P,GBX 5.74,,,
Autins Group PLC AUTG,Consumer Cyclical,Auto Parts,GBX 5.73,,,
Aukett Swanke Group PLC AUK,Industrials,Engineering & Construction,GBX 5.71,,,
Firering Strategic Minerals PLC FRG,Basic Materials,Other Industrial Metals & Mining,GBX 5.71,,,
MusicMagpie PLC MMAG,Consumer Cyclical,Specialty Retail,GBX 5.67,,,
Capital Metals PLC CMET,Basic Materials,Other Industrial Metals & Mining,GBX 5.52,,,
LifeSafe Holdings PLC LIFS,Industrials,Building Products & Equipment,GBX 5.51,,,
Orchard Funding Group PLC ORCH,Financial Services,Credit Services,GBX 5.45,,,
Zytronic PLC ZYT,Technology,Electronic Components,GBX 5.44,,,
Aeorema Communications PLC AEO,Communication Services,Entertainment,GBX 5.39,,,
Team PLC TEAM,Financial Services,Asset Management,GBX 5.36,,,
Future Metals NL FME,Basic Materials,Other Precious Metals & Mining,GBX 5.32,,,
Mosman Oil and Gas Ltd MSMN,Energy,Oil & Gas E&P,GBX 5.30,,,
Comptoir Group PLC COM,Consumer Cyclical,Restaurants,GBX 5.27,,,
Sorted Group Holdings PLC SORT,Technology,Software - Application,GBX 5.27,,,
Haydale Graphene Industries PLC HAYD,Basic Materials,Specialty Chemicals,GBX 5.22,,,
MetalNRG PLC MNRG,Basic Materials,Other Industrial Metals & Mining,GBX 5.20,,,
Tungsten West PLC TUN,Basic Materials,Other Industrial Metals & Mining,GBX 5.19,,,
Wildcat Petroleum PLC WCAT,Energy,Oil & Gas E&P,GBX 5.19,,,
East Star Resources PLC EST,Financial Services,Shell Companies,GBX 5.16,,,
CEPS PLC CEPS,Industrials,Engineering & Construction,GBX 5.15,,,
Bradda Head Lithium Ltd BHL,Basic Materials,Other Industrial Metals & Mining,GBX 5.08,,,
Tern PLC TERN,Financial Services,Asset Management,GBX 5.05,,,
Shuka Minerals PLC SKA,Basic Materials,Other Industrial Metals & Mining,GBX 4.97,,,
Hardide PLC HDD,Basic Materials,Specialty Chemicals,GBX 4.90,,,
Scholium Group PLC SCHO,Consumer Cyclical,Specialty Retail,GBX 4.90,,,
Petards Group PLC PEG,Industrials,Security & Protection Services,GBX 4.86,,,
Great Southern Copper PLC GSCU,Basic Materials,Copper,GBX 4.82,,,
Fulcrum Metals PLC FMET,Basic Materials,Other Precious Metals & Mining,GBX 4.75,,,
Vox Valor Capital Ltd VOX,Financial Services,Asset Management,GBX 4.74,,,
McColl's Retail Group PLC MCLS,Consumer Defensive,Grocery Stores,GBX 4.70,,,
Oneiro Energy PLC ONE,Financial Services,Shell Companies,GBX 4.67,,,
Malvern International PLC MLVN,Consumer Defensive,Education & Training Services,GBX 4.64,,,
IXICO PLC IXI,Healthcare,Biotechnology,GBX 4.59,,,
Mineral & Financial Investments Ltd MAFL,Financial Services,Asset Management,GBX 4.55,,,
Primorus Investments PLC PRIM,Financial Services,Asset Management,GBX 4.54,,,
Panther Metals PLC PALM,Basic Materials,Gold,GBX 4.54,,,
Norman Broadbent PLC NBB,Industrials,Staffing & Employment Services,GBX 4.52,,,
SDX Energy PLC SDX,Energy,Oil & Gas E&P,GBX 4.50,,,
Mirriad Advertising PLC MIRI,Communication Services,Advertising Agencies,GBX 4.49,,,
Aptamer Group PLC APTA,Healthcare,Biotechnology,GBX 4.42,,,
Alba Mineral Resources PLC ALBA,Basic Materials,Other Industrial Metals & Mining,GBX 4.38,,,
Roquefort Therapeutics PLC ROQ,Healthcare,Biotechnology,GBX 4.33,,,
APQ Global Ltd APQ,Financial Services,Asset Management,GBX 4.32,,,
UK Oil & Gas PLC UKOG,Energy,Oil & Gas E&P,GBX 4.32,,,
ECR Minerals PLC ECR,Basic Materials,Gold,GBX 4.30,,,
Crism Therapeutics Corp CRTX,Basic Materials,Other Industrial Metals & Mining,GBX 4.25,,,
Ascent Resources PLC AST,Energy,Oil & Gas E&P,GBX 4.17,,,
Digitalbox PLC DBOX,Communication Services,Internet Content & Information,GBX 4.13,,,
GETECH Group PLC GTC,Energy,Oil & Gas Equipment & Services,GBX 4.12,,,
African Pioneer PLC AFP,Basic Materials,Other Industrial Metals & Mining,GBX 4.10,,,
Mobile Tornado Group PLC MBT,Technology,Software - Application,GBX 3.97,,,
Global Petroleum Ltd GBP,Energy,Oil & Gas E&P,GBX 3.84,,,
Clontarf Energy PLC CLON,Energy,Oil & Gas E&P,GBX 3.81,,,
LungLife AI Inc LLAI,Healthcare,Diagnostics & Research,GBX 3.76,,,
LungLife AI Inc LLA,Healthcare,Diagnostics & Research,GBX 3.76,,,
Biome Technologies PLC BIOM,Basic Materials,Specialty Chemicals,GBX 3.61,,,
GS Chain PLC GSC,Financial Services,Shell Companies,GBX 3.60,,,
Fletcher King PLC FLK,Real Estate,Real Estate Services,GBX 3.59,,,
Bay Capital PLC BAY,Financial Services,Shell Companies,GBX 3.54,,,
Empyrean Energy PLC EME,Energy,Oil & Gas E&P,GBX 3.52,,,
Trakm8 Holdings PLC TRAK,Technology,Scientific & Technical Instruments,GBX 3.50,,,
Image Scan Holdings PLC IGE,Industrials,Security & Protection Services,GBX 3.49,,,
Alkemy Capital Investments PLC ALK,Financial Services,Shell Companies,GBX 3.48,,,
URA Holdings PLC URAH,Basic Materials,Other Precious Metals & Mining,GBX 3.48,,,
Xeros Technology Group PLC XSG,Industrials,Specialty Industrial Machinery,GBX 3.46,,,
Engage XR Holdings PLC EXR,Technology,Software - Application,GBX 3.41,,,
Zenith Energy Ltd ZEN,Energy,Oil & Gas E&P,GBX 3.39,,,
Cambria Africa PLC CMB,Financial Services,Asset Management,GBX 3.36,,,
BSF Enterprise PLC BSFA,Healthcare,Biotechnology,GBX 3.36,,,
EnergyPathways PLC EPP,Utilities,Utilities - Regulated Gas,GBX 3.36,,,
PHSC PLC PHSC,Industrials,Conglomerates,GBX 3.34,,,
Thor Energy PLC THR,Basic Materials,Other Industrial Metals & Mining,GBX 3.31,,,
Tertiary Minerals PLC TYM,Basic Materials,Other Industrial Metals & Mining,GBX 3.31,,,
Conroy Gold and Natural Resources PLC CGNR,Basic Materials,Gold,GBX 3.23,,,
Slingsby (H C) PLC SLNG,Industrials,Industrial Distribution,GBX 3.15,,,
SEEEN PLC SEEN,Communication Services,Internet Content & Information,GBX 3.13,,,
Cloudbreak Discovery PLC CDL,Basic Materials,Other Industrial Metals & Mining,GBX 3.12,,,
Jangada Mines PLC JAN,Basic Materials,Other Industrial Metals & Mining,GBX 3.10,,,
Fusion Antibodies PLC FAB,Healthcare,Biotechnology,GBX 3.10,,,
Aferian PLC AFRN,Communication Services,Broadcasting,GBX 3.06,,,
Botswana Diamonds PLC BOD,Basic Materials,Other Precious Metals & Mining,GBX 3.05,,,
Harvest Minerals Ltd HMI,Basic Materials,Agricultural Inputs,GBX 3.04,,,
ACP Energy PLC ACPE,Financial Services,Shell Companies,GBX 3.03,,,
Mindflair PLC MFAI,Financial Services,Asset Management,GBX 3.03,,,
Strategic Minerals PLC SML,Basic Materials,Other Industrial Metals & Mining,GBX 3.02,,,
Bezant Resources PLC BZT,Basic Materials,Other Industrial Metals & Mining,GBX 3.00,,,
TheraCryf PLC TCF,Healthcare,Biotechnology,GBX 2.99,,,
Graft Polymer (UK) PLC GPL,Industrials,Specialty Industrial Machinery,GBX 2.98,,,
Serinus Energy PLC SENX,Energy,Oil & Gas E&P,GBX 2.97,,,
MobilityOne Ltd MBO,Technology,Information Technology Services,GBX 2.92,,,
Shefa Gems Ltd SEFA,Basic Materials,Other Precious Metals & Mining,GBX 2.91,,,
Great Western Mining Corp PLC GWMO,Basic Materials,Other Industrial Metals & Mining,GBX 2.84,,,
First Class Metals PLC FCM,Basic Materials,Other Industrial Metals & Mining,GBX 2.83,,,
Bowleven PLC BLVN,Energy,Oil & Gas E&P,GBX 2.83,,,
Webis Holdings PLC WEB,Consumer Cyclical,Gambling,GBX 2.75,,,
Crossword Cybersecurity PLC CCS,Technology,Software - Infrastructure,GBX 2.73,,,
Braveheart Investment Group PLC BRH,Financial Services,Asset Management,GBX 2.71,,,
Unicorn Mineral Resources PLC UMR,Basic Materials,Other Industrial Metals & Mining,GBX 2.70,,,
Red Capital PLC REDC,Financial Services,Shell Companies,GBX 2.70,,,
RegTech Open Project PLC RTOP,Technology,Software - Application,GBX 2.70,,,
Rockfire Resources PLC ROCK,Basic Materials,Other Precious Metals & Mining,GBX 2.68,,,
Castillo Copper Ltd CCZ,Basic Materials,Copper,GBX 2.67,,,
ADM Energy PLC ADME,Energy,Oil & Gas E&P,GBX 2.67,,,
IQ-AI Ltd IQAI,Healthcare,Health Information Services,GBX 2.66,,,
GreenRoc Strategic Materials PLC GROC,Basic Materials,Other Industrial Metals & Mining,GBX 2.63,,,
Corcel PLC CRCL,Energy,Oil & Gas E&P,GBX 2.58,,,
Keras Resources PLC KRS,Basic Materials,Other Industrial Metals & Mining,GBX 2.58,,,
Mila Resources PLC MILA,Financial Services,Asset Management,GBX 2.57,,,
Amigo Holdings PLC AMGO,Financial Services,Credit Services,GBX 2.57,,,
RC365 Holding PLC RCGH,Technology,Software - Infrastructure,GBX 2.56,,,
Red Rock Resources PLC RRR,Basic Materials,Other Industrial Metals & Mining,GBX 2.50,,,
EQTEC PLC EQT,Industrials,Specialty Industrial Machinery,GBX 2.50,,,
Tower Resources PLC TRP,Energy,Oil & Gas E&P,GBX 2.50,,,
Fiinu PLC BANK,Financial Services,Credit Services,GBX 2.40,,,
URU Metals Ltd URU,Basic Materials,Other Industrial Metals & Mining,GBX 2.39,,,
Sunrise Resources PLC SRES,Basic Materials,Other Industrial Metals & Mining,GBX 2.37,,,
T42 IoT Tracking Solutions PLC TRAC,Technology,Scientific & Technical Instruments,GBX 2.34,,,
Tasty PLC TAST,Consumer Cyclical,Restaurants,GBX 2.32,,,
One Heritage Group PLC OHG,Real Estate,Real Estate - Development,GBX 2.32,,,
R8 Capital Investments PLC MODE,Technology,Software - Infrastructure,GBX 2.32,,,
Adalan Ventures PLC ZAIM,Financial Services,Credit Services,GBX 2.31,,,
Pineapple Power Corp PLC PNPL,Utilities,Utilities - Renewable,GBX 2.28,,,
Deltex Medical Group PLC DEMG,Healthcare,Medical Devices,GBX 2.28,,,
MAC Alpha Ltd MACA,Financial Services,Shell Companies,GBX 2.28,,,
Alteration Earth PLC ALTE,Financial Services,Shell Companies,GBX 2.25,,,
Rosslyn Data Technologies PLC RDT,Technology,Software - Application,GBX 2.21,,,
Altona Rare Earths PLC REE,Basic Materials,Other Industrial Metals & Mining,GBX 2.20,,,
ValiRx PLC VAL,Healthcare,Biotechnology,GBX 2.18,,,
N4 Pharma PLC N4P,Healthcare,Drug Manufacturers - Specialty & Generic,GBX 2.17,,,
Dillistone Group PLC DSG,Technology,Software - Application,GBX 2.14,,,
Canadian Overseas Petroleum Ltd COPL,Energy,Oil & Gas E&P,GBX 2.13,,,
Thalassa Holdings Ltd THAL,Energy,Oil & Gas Equipment & Services,GBX 2.11,,,
Jaywing PLC JWNG,Communication Services,Advertising Agencies,GBX 2.10,,,
Technology Minerals PLC TM1,Basic Materials,Other Industrial Metals & Mining,GBX 2.09,,,
Plaza Centers NV PLAZ,Real Estate,Real Estate - Development,GBX 2.06,,,
Distil PLC DIS,Consumer Defensive,Beverages - Wineries & Distilleries,GBX 2.04,,,
Europa Metals Ltd EUZ,Basic Materials,Other Industrial Metals & Mining,GBX 1.95,,,
AIQ Ltd AIQ,Technology,Software - Application,GBX 1.94,,,
Microsaic Systems PLC MSYS,Technology,Scientific & Technical Instruments,GBX 1.93,,,
Vast Resources PLC VAST,Basic Materials,Other Industrial Metals & Mining,GBX 1.86,,,
Trellus Health PLC TRLS,Healthcare,Health Information Services,GBX 1.86,,,
SpaceandPeople PLC SAL,Communication Services,Advertising Agencies,GBX 1.85,,,
Spiritus Mundi PLC SPMU,Financial Services,Shell Companies,GBX 1.85,,,
Sabien Technology Group PLC SNT,Industrials,Specialty Industrial Machinery,GBX 1.83,,,
Armadale Capital PLC ACP,Basic Materials,Other Industrial Metals & Mining,GBX 1.81,,,
Libertine Holdings PLC LIB,Industrials,Specialty Industrial Machinery,GBX 1.81,,,
Wishbone Gold PLC WSBN,Basic Materials,Gold,GBX 1.80,,,
Karelian Diamond Resources PLC KDR,Basic Materials,Other Precious Metals & Mining,GBX 1.80,,,
United Oil & Gas PLC UOG,Energy,Oil & Gas E&P,GBX 1.79,,,
Critical Metals PLC CRTM,Basic Materials,Other Industrial Metals & Mining,GBX 1.79,,,
Highway Capital PLC HWC,Industrials,Conglomerates,GBX 1.78,,,
Versarien PLC VRS,Basic Materials,Specialty Chemicals,GBX 1.75,,,
Metals One PLC MET1,Basic Materials,Other Industrial Metals & Mining,GBX 1.73,,,
Leeds Group PLC LDSG,Consumer Cyclical,Textile Manufacturing,GBX 1.71,,,
Ross Group PLC RGP,Industrials,Conglomerates,GBX 1.63,,,
Seed Capital Solutions PLC SCSP,Financial Services,Shell Companies,GBX 1.62,,,
Petrel Resources PLC PET,Energy,Oil & Gas E&P,GBX 1.61,,,
Westmount Energy Ltd WTE,Energy,Oil & Gas E&P,GBX 1.58,,,
Limitless Earth PLC LME,Financial Services,Asset Management,GBX 1.58,,,
Star Phoenix Group Ltd STA,Energy,Oil & Gas E&P,GBX 1.58,,,
Argo Group Ltd ARGO,Financial Services,Asset Management,GBX 1.56,,,
Everest Global PLC EVST,Consumer Defensive,Farm Products,GBX 1.55,,,
Zenova Group PLC ZED,Basic Materials,Specialty Chemicals,GBX 1.54,,,
Marechale Capital PLC MAC,Financial Services,Capital Markets,GBX 1.54,,,
Kendrick Resources PLC KEN,Basic Materials,Other Industrial Metals & Mining,GBX 1.52,,,
Electric Guitar PLC ELEG,Financial Services,Shell Companies,GBX 1.46,,,
Coro Energy PLC CORO,Energy,Oil & Gas E&P,GBX 1.43,,,
Arkle Resources PLC ARK,Basic Materials,Other Industrial Metals & Mining,GBX 1.41,,,
Hellenic Dynamics PLC HELD,Healthcare,Drug Manufacturers - Specialty & Generic,GBX 1.40,,,
Ironveld PLC IRON,Basic Materials,Other Industrial Metals & Mining,GBX 1.38,,,
Physiomics PLC PYC,Healthcare,Biotechnology,GBX 1.37,,,
Vela Technologies PLC VELA,Financial Services,Asset Management,GBX 1.33,,,
Katoro Gold PLC KAT,Basic Materials,Gold,GBX 1.33,,,
Grand Vision Media Holdings PLC GVMH,Communication Services,Advertising Agencies,GBX 1.30,,,
Citius Resources PLC CRES,Financial Services,Shell Companies,GBX 1.30,,,
Ajax Resources PLC AJAX,Financial Services,Shell Companies,GBX 1.29,,,
MediaZest PLC MDZ,Communication Services,Advertising Agencies,GBX 1.27,,,
Nuformix PLC NFX,Healthcare,Biotechnology,GBX 1.27,,,
Lansdowne Oil & Gas PLC LOGP,Energy,Oil & Gas E&P,GBX 1.23,,,
Ethernity Networks Ltd ENET,Technology,Software - Application,GBX 1.21,,,
Acceler8 Ventures PLC AC8,Financial Services,Shell Companies,GBX 1.20,,,
Oracle Power PLC ORCP,Energy,Thermal Coal,GBX 1.19,,,
UKrproduct Group Ltd UKR,Consumer Defensive,Packaged Foods,GBX 1.19,,,
Nostra Terra Oil & Gas Co PLC NTOG,Energy,Oil & Gas E&P,GBX 1.15,,,
Gunsynd PLC GUN,Financial Services,Asset Management,GBX 1.09,,,
TomCo Energy PLC TOM,Energy,Oil & Gas E&P,GBX 1.09,,,
Echo Energy PLC ECHO,Energy,Oil & Gas Integrated,GBX 1.07,,,
